"","population_group_name","measure_name","location_name","sex_name","age_name","cause_name","metric_name","year","val","upper","lower"
"220","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","<20 years","Chronic kidney disease","Rate",2016,88.5379681,125.5344463,64.76923321
"221","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","60+ years","Chronic kidney disease","Rate",2016,2333.184561,2687.048895,2079.924854
"222","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","60+ years","Chronic kidney disease","Rate",2016,1919.336326,2167.480693,1709.10947
"223","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","20-54 years","Chronic kidney disease","Rate",2016,389.2113575,452.328761,329.9376489
"224","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","20-54 years","Chronic kidney disease","Rate",2016,320.3741554,380.1356808,266.7770031
"225","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","55-59 years","Chronic kidney disease","Rate",2017,1175.895913,1409.798419,1008.038862
"226","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","55-59 years","Chronic kidney disease","Rate",2017,902.8244139,1064.993033,769.3346656
"227","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","<20 years","Chronic kidney disease","Rate",2017,107.700468,148.1262737,79.32301172
"228","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","<20 years","Chronic kidney disease","Rate",2017,89.15087393,126.5789467,64.43838999
"229","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","60+ years","Chronic kidney disease","Rate",2017,2339.031938,2663.72561,2089.163368
"230","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","60+ years","Chronic kidney disease","Rate",2017,1923.836478,2170.316659,1707.105527
"231","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","20-54 years","Chronic kidney disease","Rate",2017,390.9740266,452.6823485,329.5533604
"232","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","20-54 years","Chronic kidney disease","Rate",2017,322.8928288,384.2029762,267.8098005
"233","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","55-59 years","Chronic kidney disease","Rate",2018,1156.594505,1389.436175,993.3596777
"234","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","55-59 years","Chronic kidney disease","Rate",2018,888.0437446,1037.104371,757.730733
"235","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","<20 years","Chronic kidney disease","Rate",2018,107.8550006,151.7136749,77.99013559
"236","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","<20 years","Chronic kidney disease","Rate",2018,89.34971846,127.4794182,64.5550775
"237","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","60+ years","Chronic kidney disease","Rate",2018,2313.777992,2641.260927,2051.519221
"238","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","60+ years","Chronic kidney disease","Rate",2018,1901.436287,2151.326988,1677.98491
"239","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","20-54 years","Chronic kidney disease","Rate",2018,389.0725654,459.2952513,331.3665271
"240","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","20-54 years","Chronic kidney disease","Rate",2018,324.179671,384.5476882,269.4768614
"241","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2015,551.3019549,671.9585467,419.7437317
"242","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2015,438.2888511,550.1802228,352.5128267
"243","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2015,27.44561831,35.1640472,20.93953832
"244","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2015,24.13626692,31.45769314,17.88580404
"245","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2015,1295.289067,1556.588939,993.9369887
"246","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2015,1191.570683,1402.7978,967.7558726
"247","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2015,201.2752393,235.745058,160.8088435
"248","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2015,146.5361345,178.2256251,120.8368507
"249","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","55-59 years","Chronic kidney disease","Rate",2019,1140.01234,1362.663796,980.7312434
"250","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","55-59 years","Chronic kidney disease","Rate",2019,876.728313,1028.241278,742.6246525
"251","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","<20 years","Chronic kidney disease","Rate",2019,107.2462979,148.7156495,77.85582675
"252","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","<20 years","Chronic kidney disease","Rate",2019,89.4888805,127.2216611,64.71379649
"253","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","60+ years","Chronic kidney disease","Rate",2019,2297.962033,2638.922195,2028.573757
"254","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","60+ years","Chronic kidney disease","Rate",2019,1889.19962,2146.61043,1664.704501
"255","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","20-54 years","Chronic kidney disease","Rate",2019,388.952892,456.8834333,331.2171012
"256","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","20-54 years","Chronic kidney disease","Rate",2019,327.1901696,389.5272174,270.5303429
"257","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","55-59 years","Chronic kidney disease","Rate",2020,1137.131948,1359.3634,976.9468437
"258","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","55-59 years","Chronic kidney disease","Rate",2020,873.8988252,1032.946275,744.0311296
"259","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","<20 years","Chronic kidney disease","Rate",2020,108.1833345,152.315313,78.65287107
"260","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","<20 years","Chronic kidney disease","Rate",2020,90.58461968,130.0300156,64.046055
"261","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","60+ years","Chronic kidney disease","Rate",2020,2315.385511,2670.223567,2057.203967
"262","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","60+ years","Chronic kidney disease","Rate",2020,1884.636445,2151.35151,1652.497577
"263","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","20-54 years","Chronic kidney disease","Rate",2020,389.6929217,457.2474142,329.241752
"264","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","20-54 years","Chronic kidney disease","Rate",2020,329.895885,394.6189693,273.6940858
"265","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2016,566.9182376,685.9425411,430.0388285
"266","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2016,441.2833167,560.1854155,351.0263564
"267","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2016,26.05963774,33.757059,20.03137071
"268","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2016,23.37261432,30.58112791,17.48414751
"269","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2016,1317.028896,1559.449674,1008.477645
"270","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2016,1201.182072,1394.543469,986.0385759
"271","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2016,204.3960125,238.7251235,162.7348454
"272","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2016,147.0560878,179.4366017,122.177265
"273","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","55-59 years","Chronic kidney disease","Rate",2021,1170.579653,1406.692249,1003.010697
"274","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","55-59 years","Chronic kidney disease","Rate",2021,903.6722411,1067.10297,760.8953761
"275","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","<20 years","Chronic kidney disease","Rate",2021,109.5142357,157.0051474,79.32727942
"276","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","<20 years","Chronic kidney disease","Rate",2021,91.97492247,129.9772408,64.51759816
"277","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","60+ years","Chronic kidney disease","Rate",2021,2358.144514,2706.456197,2086.228935
"278","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","60+ years","Chronic kidney disease","Rate",2021,1913.767887,2192.811066,1677.135192
"279","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","20-54 years","Chronic kidney disease","Rate",2021,406.7240204,474.6832419,343.401431
"280","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","20-54 years","Chronic kidney disease","Rate",2021,342.2256459,413.5220343,280.4479891
"281","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","55-59 years","Chronic kidney disease","Rate",2022,1147.540604,1355.452307,969.3429609
"282","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","55-59 years","Chronic kidney disease","Rate",2022,901.2638138,1060.064074,759.2880836
"283","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","<20 years","Chronic kidney disease","Rate",2022,108.3910078,156.1402489,77.57099391
"284","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","<20 years","Chronic kidney disease","Rate",2022,90.46347234,128.073933,63.91828903
"285","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","60+ years","Chronic kidney disease","Rate",2022,2343.317489,2658.671434,2064.999835
"286","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","60+ years","Chronic kidney disease","Rate",2022,1946.196286,2212.928275,1691.220049
"287","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","20-54 years","Chronic kidney disease","Rate",2022,399.4266991,470.1198043,337.331918
"288","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","20-54 years","Chronic kidney disease","Rate",2022,350.0822332,421.9605094,287.0352262
"289","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2017,572.884568,694.3887605,438.9240901
"290","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2017,438.6275815,578.6075961,351.6859914
"291","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2017,24.22159448,31.47727929,18.61395495
"292","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2017,22.14773471,29.34884548,16.72602007
"293","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2017,1303.798079,1522.777324,1025.872983
"294","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2017,1179.360278,1358.578416,964.940202
"295","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2017,203.1508965,237.2525808,161.2959998
"296","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2017,145.1603641,178.9656359,118.539772
"297","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","55-59 years","Chronic kidney disease","Rate",2023,1114.509242,1326.085953,932.2515227
"298","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","55-59 years","Chronic kidney disease","Rate",2023,890.2408668,1055.101055,739.8850475
"299","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","<20 years","Chronic kidney disease","Rate",2023,110.5640298,161.9733556,76.28189536
"300","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","<20 years","Chronic kidney disease","Rate",2023,93.36365418,130.1470724,65.39091864
"301","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","60+ years","Chronic kidney disease","Rate",2023,2323.157963,2670.810562,2033.041812
"302","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","60+ years","Chronic kidney disease","Rate",2023,1951.264999,2224.224122,1661.516377
"303","All Population","DALYs (Disability-Adjusted Life Years)","Global","Male","20-54 years","Chronic kidney disease","Rate",2023,401.2879632,470.3170103,332.9917004
"304","All Population","DALYs (Disability-Adjusted Life Years)","Global","Female","20-54 years","Chronic kidney disease","Rate",2023,356.8282423,432.1929017,289.7615185
"305","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2018,565.2560958,686.4184067,441.3611699
"306","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2018,426.7780429,552.7270241,340.171057
"307","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2018,22.38677651,29.82237837,17.1117179
"308","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2018,20.91791039,28.0628111,15.82779709
"309","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2018,1245.760607,1456.154673,990.8157177
"310","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2018,1115.951435,1274.411514,917.4077287
"311","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2018,197.2599565,228.497284,158.1339499
"312","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2018,140.950449,175.2857259,116.7136003
"313","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2020,538.1345028,648.3450626,418.8815793
"314","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2020,404.6811045,516.080079,323.3314437
"315","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2020,20.02491159,26.47675259,15.15090768
"316","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2020,19.4951607,26.66835798,14.27435839
"317","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2020,1125.861687,1305.186997,927.9837612
"318","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2020,1003.66267,1170.804151,828.883134
"319","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2020,183.9223896,215.1594615,148.215961
"320","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2020,133.0182954,165.0142371,108.619184
"321","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2019,547.7381818,658.2783464,425.3660319
"322","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2019,412.7207667,523.5709111,328.3144864
"323","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2019,20.92163266,28.06428355,15.84540812
"324","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2019,19.97089417,26.60538893,14.65566955
"325","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2019,1169.271988,1362.354904,954.1825094
"326","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2019,1045.64565,1219.862443,856.2647708
"327","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2019,189.4295053,219.1066415,151.8913056
"328","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2019,136.2776281,169.3947589,111.9360154
"329","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2021,574.5476242,707.3474765,448.2324729
"330","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2021,427.2877685,541.4827996,345.8123781
"331","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2021,19.26476301,26.34884015,14.42923479
"332","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2021,19.44190414,27.60169329,14.21075768
"333","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2021,1183.853896,1362.265482,976.3291239
"334","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2021,1049.382336,1240.752047,870.6860072
"335","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2021,186.6874666,223.834967,152.6736189
"336","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2021,135.5609617,168.1171159,109.7296556
"337","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2022,619.0505885,779.8897788,482.3198723
"338","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2022,460.9369492,614.0852701,363.4232217
"339","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2022,18.87335621,27.08338963,13.51775366
"340","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2022,19.10455297,27.68942254,13.1680186
"341","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2022,1231.837819,1425.803402,1015.896965
"342","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2022,1086.051799,1300.580068,886.9902266
"343","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2022,193.15397,233.2742256,152.5314986
"344","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2022,142.1254767,181.7937452,112.0501302
"345","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","55-59 years","Chronic kidney disease","Rate",2023,535.5695603,690.1835565,405.2614914
"346","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","55-59 years","Chronic kidney disease","Rate",2023,419.5151422,571.2334647,313.1066071
"347","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","<20 years","Chronic kidney disease","Rate",2023,19.7625591,26.87756535,13.45598941
"348","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","<20 years","Chronic kidney disease","Rate",2023,18.85551965,27.09627561,12.7158101
"349","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","60+ years","Chronic kidney disease","Rate",2023,1168.458821,1419.855571,934.5392323
"350","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","60+ years","Chronic kidney disease","Rate",2023,1080.203781,1298.899443,879.1969082
"351","All Population","DALYs (Disability-Adjusted Life Years)","China","Male","20-54 years","Chronic kidney disease","Rate",2023,189.7080506,238.1808049,145.874119
"352","All Population","DALYs (Disability-Adjusted Life Years)","China","Female","20-54 years","Chronic kidney disease","Rate",2023,141.0998211,180.9288642,108.9278758
"353","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2014,1154.582641,1418.666119,923.565126
"354","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2014,1224.562752,1508.400427,986.9723138
"355","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"356","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"357","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2014,7379.360201,8251.71405,6669.526198
"358","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2014,7865.589026,8778.717279,7104.330532
"359","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2013,405.70256245,495.38166045,332.17911375
"360","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2013,405.70256245,495.38166045,332.17911375
"361","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2013,1582.501669,1951.693258,1284.806972
"362","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2013,1562.472261,1924.510716,1272.079373
"363","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2013,405.70256245,495.38166045,332.17911375
"364","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2013,405.70256245,495.38166045,332.17911375
"365","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2013,405.70256245,10140.24756,332.17911375
"366","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2013,405.70256245,10138.27491,332.17911375
"367","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"368","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"369","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2014,1578.54119,1951.100123,1281.861304
"370","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2014,1558.781989,1919.602778,1269.288894
"371","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"372","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"373","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"374","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2014,405.70256245,10177.36,332.17911375
"375","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"376","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"377","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2015,1574.900222,1949.464789,1279.050542
"378","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2015,1555.542005,1914.690604,1266.855975
"379","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"380","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"381","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"382","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"383","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"384","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2014,405.70256245,495.38166045,332.17911375
"385","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2013,1188.053182,1459.085736,953.4345667
"386","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2013,1266.127137,1568.409439,1020.677413
"387","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2013,405.70256245,495.38166045,332.17911375
"388","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2013,405.70256245,495.38166045,332.17911375
"389","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2013,7346.557659,8234.288919,6629.136585
"390","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2013,7816.041007,8744.411198,7057.739791
"391","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"392","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"393","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2016,1571.215759,1940.889875,1277.004834
"394","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2016,1553.012229,1911.952476,1264.052123
"395","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"396","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"397","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"398","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"399","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2016,1094.758876,1342.339025,877.1354141
"400","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2016,1148.643717,1398.656357,926.4014716
"401","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"402","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2016,405.70256245,495.38166045,332.17911375
"403","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2016,7455.429239,8293.452952,6756.256328
"404","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2016,7968.686231,8885.766587,7216.190295
"405","All Population","Prevalence","China","Male","55-59 years","Chronic kidney disease","Rate",2013,405.70256245,495.38166045,332.17911375
"406","All Population","Prevalence","China","Female","55-59 years","Chronic kidney disease","Rate",2013,405.70256245,495.38166045,332.17911375
"407","All Population","Prevalence","China","Male","<20 years","Chronic kidney disease","Rate",2015,1123.216647,1379.221864,898.909849
"408","All Population","Prevalence","China","Female","<20 years","Chronic kidney disease","Rate",2015,1185.237832,1452.216866,954.331247
"409","All Population","Prevalence","China","Male","60+ years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"410","All Population","Prevalence","China","Female","60+ years","Chronic kidney disease","Rate",2015,405.70256245,495.38166045,332.17911375
"411","All Population","Prevalence","China","Male","20-54 years","Chronic kidney disease","Rate",2015,7417.738071,8277.213614,6717.534216
"412","All Population","Prevalence","China","Female","20-54 years","Chronic kidney disease","Rate",2015,7918.973306,8827.650309,7152.72704
"413","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"414","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"415","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2018,1568.527839,1929.975158,1276.730545
"416","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2018,1554.45034,1914.957563,1263.448134
"417","All Population","Prevalence","Global","Male","60+ years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"418","All Population","Prevalence","Global","Female","60+ years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"419","All Population","Prevalence","Global","Male","20-54 years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"420","All Population","Prevalence","Global","Female","20-54 years","Chronic kidney disease","Rate",2018,405.70256245,495.38166045,332.17911375
"421","All Population","Prevalence","Global","Male","55-59 years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"422","All Population","Prevalence","Global","Female","55-59 years","Chronic kidney disease","Rate",2017,405.70256245,495.38166045,332.17911375
"423","All Population","Prevalence","Global","Male","<20 years","Chronic kidney disease","Rate",2017,1568.509024,1934.71641,1275.938582
"424","All Population","Prevalence","Global","Female","<20 years","Chronic kidney disease","Rate",2017,1552.3286,1911.454102,1262.706618
