population_group_name,measure_name,location_name,sex_name,age_name,cause_name,metric_name,year,val,upper,lower
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic kidney disease,Rate,2018,1156.594505,1389.436175,993.3596777
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic kidney disease,Rate,2018,888.0437446,1037.104371,757.730733
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,<20 years,Chronic kidney disease,Rate,2018,107.8550006,151.7136749,77.99013559
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,<20 years,Chronic kidney disease,Rate,2018,89.34971846,127.4794182,64.5550775
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,60+ years,Chronic kidney disease,Rate,2018,2313.777992,2641.260927,2051.519221
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,60+ years,Chronic kidney disease,Rate,2018,1901.436287,2151.326988,1677.98491
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,20-54 years,Chronic kidney disease,Rate,2018,389.0725654,459.2952513,331.3665271
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,20-54 years,Chronic kidney disease,Rate,2018,324.179671,384.5476882,269.4768614
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2015,551.3019549,671.9585467,419.7437317
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2015,438.2888511,550.1802228,352.5128267
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2015,27.44561831,35.1640472,20.93953832
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2015,24.13626692,31.45769314,17.88580404
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2015,1295.289067,1556.588939,993.9369887
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2015,1191.570683,1402.7978,967.7558726
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2015,201.2752393,235.745058,160.8088435
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2015,146.5361345,178.2256251,120.8368507
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic kidney disease,Rate,2019,1140.01234,1362.663796,980.7312434
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic kidney disease,Rate,2019,876.728313,1028.241278,742.6246525
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,<20 years,Chronic kidney disease,Rate,2019,107.2462979,148.7156495,77.85582675
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,<20 years,Chronic kidney disease,Rate,2019,89.4888805,127.2216611,64.71379649
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,60+ years,Chronic kidney disease,Rate,2019,2297.962033,2638.922195,2028.573757
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,60+ years,Chronic kidney disease,Rate,2019,1889.19962,2146.61043,1664.704501
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,20-54 years,Chronic kidney disease,Rate,2019,388.952892,456.8834333,331.2171012
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,20-54 years,Chronic kidney disease,Rate,2019,327.1901696,389.5272174,270.5303429
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic kidney disease,Rate,2020,1137.131948,1359.3634,976.9468437
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic kidney disease,Rate,2020,873.8988252,1032.946275,744.0311296
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,<20 years,Chronic kidney disease,Rate,2020,108.1833345,152.315313,78.65287107
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,<20 years,Chronic kidney disease,Rate,2020,90.58461968,130.0300156,64.046055
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,60+ years,Chronic kidney disease,Rate,2020,2315.385511,2670.223567,2057.203967
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,60+ years,Chronic kidney disease,Rate,2020,1884.636445,2151.35151,1652.497577
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,20-54 years,Chronic kidney disease,Rate,2020,389.6929217,457.2474142,329.241752
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,20-54 years,Chronic kidney disease,Rate,2020,329.895885,394.6189693,273.6940858
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2016,566.9182376,685.9425411,430.0388285
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2016,441.2833167,560.1854155,351.0263564
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2016,26.05963774,33.757059,20.03137071
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2016,23.37261432,30.58112791,17.48414751
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2016,1317.028896,1559.449674,1008.477645
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2016,1201.182072,1394.543469,986.0385759
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2016,204.3960125,238.7251235,162.7348454
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2016,147.0560878,179.4366017,122.177265
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic kidney disease,Rate,2021,1170.579653,1406.692249,1003.010697
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic kidney disease,Rate,2021,903.6722411,1067.10297,760.8953761
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,<20 years,Chronic kidney disease,Rate,2021,109.5142357,157.0051474,79.32727942
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,<20 years,Chronic kidney disease,Rate,2021,91.97492247,129.9772408,64.51759816
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,60+ years,Chronic kidney disease,Rate,2021,2358.144514,2706.456197,2086.228935
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,60+ years,Chronic kidney disease,Rate,2021,1913.767887,2192.811066,1677.135192
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,20-54 years,Chronic kidney disease,Rate,2021,406.7240204,474.6832419,343.401431
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,20-54 years,Chronic kidney disease,Rate,2021,342.2256459,413.5220343,280.4479891
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic kidney disease,Rate,2022,1147.540604,1355.452307,969.3429609
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic kidney disease,Rate,2022,901.2638138,1060.064074,759.2880836
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,<20 years,Chronic kidney disease,Rate,2022,108.3910078,156.1402489,77.57099391
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,<20 years,Chronic kidney disease,Rate,2022,90.46347234,128.073933,63.91828903
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,60+ years,Chronic kidney disease,Rate,2022,2343.317489,2658.671434,2064.999835
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,60+ years,Chronic kidney disease,Rate,2022,1946.196286,2212.928275,1691.220049
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,20-54 years,Chronic kidney disease,Rate,2022,399.4266991,470.1198043,337.331918
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,20-54 years,Chronic kidney disease,Rate,2022,350.0822332,421.9605094,287.0352262
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2017,572.884568,694.3887605,438.9240901
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2017,438.6275815,578.6075961,351.6859914
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2017,24.22159448,31.47727929,18.61395495
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2017,22.14773471,29.34884548,16.72602007
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2017,1303.798079,1522.777324,1025.872983
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2017,1179.360278,1358.578416,964.940202
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2017,203.1508965,237.2525808,161.2959998
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2017,145.1603641,178.9656359,118.539772
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic kidney disease,Rate,2023,1114.509242,1326.085953,932.2515227
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic kidney disease,Rate,2023,890.2408668,1055.101055,739.8850475
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,<20 years,Chronic kidney disease,Rate,2023,110.5640298,161.9733556,76.28189536
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,<20 years,Chronic kidney disease,Rate,2023,93.36365418,130.1470724,65.39091864
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,60+ years,Chronic kidney disease,Rate,2023,2323.157963,2670.810562,2033.041812
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,60+ years,Chronic kidney disease,Rate,2023,1951.264999,2224.224122,1661.516377
All Population,DALYs (Disability-Adjusted Life Years),Global,Male,20-54 years,Chronic kidney disease,Rate,2023,401.2879632,470.3170103,332.9917004
All Population,DALYs (Disability-Adjusted Life Years),Global,Female,20-54 years,Chronic kidney disease,Rate,2023,356.8282423,432.1929017,289.7615185
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2018,565.2560958,686.4184067,441.3611699
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2018,426.7780429,552.7270241,340.171057
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2018,22.38677651,29.82237837,17.1117179
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2018,20.91791039,28.0628111,15.82779709
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2018,1245.760607,1456.154673,990.8157177
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2018,1115.951435,1274.411514,917.4077287
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2018,197.2599565,228.497284,158.1339499
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2018,140.950449,175.2857259,116.7136003
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2020,538.1345028,648.3450626,418.8815793
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2020,404.6811045,516.080079,323.3314437
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2020,20.02491159,26.47675259,15.15090768
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2020,19.4951607,26.66835798,14.27435839
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2020,1125.861687,1305.186997,927.9837612
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2020,1003.66267,1170.804151,828.883134
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2020,183.9223896,215.1594615,148.215961
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2020,133.0182954,165.0142371,108.619184
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2019,547.7381818,658.2783464,425.3660319
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2019,412.7207667,523.5709111,328.3144864
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2019,20.92163266,28.06428355,15.84540812
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2019,19.97089417,26.60538893,14.65566955
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2019,1169.271988,1362.354904,954.1825094
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2019,1045.64565,1219.862443,856.2647708
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2019,189.4295053,219.1066415,151.8913056
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2019,136.2776281,169.3947589,111.9360154
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2021,574.5476242,707.3474765,448.2324729
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2021,427.2877685,541.4827996,345.8123781
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2021,19.26476301,26.34884015,14.42923479
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2021,19.44190414,27.60169329,14.21075768
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2021,1183.853896,1362.265482,976.3291239
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2021,1049.382336,1240.752047,870.6860072
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2021,186.6874666,223.834967,152.6736189
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2021,135.5609617,168.1171159,109.7296556
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2022,619.0505885,779.8897788,482.3198723
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2022,460.9369492,614.0852701,363.4232217
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2022,18.87335621,27.08338963,13.51775366
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2022,19.10455297,27.68942254,13.1680186
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2022,1231.837819,1425.803402,1015.896965
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2022,1086.051799,1300.580068,886.9902266
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2022,193.15397,233.2742256,152.5314986
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2022,142.1254767,181.7937452,112.0501302
All Population,DALYs (Disability-Adjusted Life Years),China,Male,55-59 years,Chronic kidney disease,Rate,2023,535.5695603,690.1835565,405.2614914
All Population,DALYs (Disability-Adjusted Life Years),China,Female,55-59 years,Chronic kidney disease,Rate,2023,419.5151422,571.2334647,313.1066071
All Population,DALYs (Disability-Adjusted Life Years),China,Male,<20 years,Chronic kidney disease,Rate,2023,19.7625591,26.87756535,13.45598941
All Population,DALYs (Disability-Adjusted Life Years),China,Female,<20 years,Chronic kidney disease,Rate,2023,18.85551965,27.09627561,12.7158101
All Population,DALYs (Disability-Adjusted Life Years),China,Male,60+ years,Chronic kidney disease,Rate,2023,1168.458821,1419.855571,934.5392323
All Population,DALYs (Disability-Adjusted Life Years),China,Female,60+ years,Chronic kidney disease,Rate,2023,1080.203781,1298.899443,879.1969082
All Population,DALYs (Disability-Adjusted Life Years),China,Male,20-54 years,Chronic kidney disease,Rate,2023,189.7080506,238.1808049,145.874119
All Population,DALYs (Disability-Adjusted Life Years),China,Female,20-54 years,Chronic kidney disease,Rate,2023,141.0998211,180.9288642,108.9278758
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2014,1154.582641,1418.666119,923.565126
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2014,1224.562752,1508.400427,986.9723138
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2014,20346.3913,22153.11707,18601.81584
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2014,23569.36073,25589.3453,21733.92688
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2014,7379.360201,8251.71405,6669.526198
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2014,7865.589026,8778.717279,7104.330532
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2013,15071.04208,17980.91695,12509.79989
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2013,14686.15263,17559.14299,12149.78865
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2013,1582.501669,1951.693258,1284.806972
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2013,1562.472261,1924.510716,1272.079373
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2013,28808.17004,31094.79153,26506.8767
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2013,31313.10872,33613.6499,29013.96775
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2013,9027.650041,10140.24756,8185.809092
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2013,9014.675899,10138.27491,8145.867867
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2014,15162.25339,18098.73873,12586.69257
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2014,14771.49894,17644.48171,12219.866
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2014,1578.54119,1951.100123,1281.861304
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2014,1558.781989,1919.602778,1269.288894
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2014,28801.67018,31083.76192,26501.0797
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2014,31290.56203,33607.73534,28961.53485
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2014,9057.847941,10179.62607,8210.925801
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2014,9052.125356,10177.36,8185.430188
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2015,15250.14584,18212.80565,12657.78341
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2015,14848.83622,17721.60978,12281.51601
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2015,1574.900222,1949.464789,1279.050542
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2015,1555.542005,1914.690604,1266.855975
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2015,28781.81443,31056.52381,26486.87218
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2015,31270.42991,33606.06708,28916.70372
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2015,9089.679658,10215.66536,8237.284224
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2015,9088.063308,10210.16012,8226.122425
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2014,11236.3912,13571.08334,9197.086371
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2014,12270.35162,14882.80797,9977.083055
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2013,1188.053182,1459.085736,953.4345667
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2013,1266.127137,1568.409439,1020.677413
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2013,20319.74671,22105.04791,18586.77032
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2013,23574.75331,25573.32638,21756.1503
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2013,7346.557659,8234.288919,6629.136585
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2013,7816.041007,8744.411198,7057.739791
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2016,15316.4259,18285.00521,12699.33214
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2016,14907.75603,17805.09957,12332.72526
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2016,1571.215759,1940.889875,1277.004834
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2016,1553.012229,1911.952476,1264.052123
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2016,28784.5616,31055.08917,26463.36452
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2016,31255.56722,33593.14264,28890.95737
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2016,9122.733429,10248.55103,8266.72564
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2016,9123.710775,10247.28017,8257.200364
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2016,1094.758876,1342.339025,877.1354141
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2016,1148.643717,1398.656357,926.4014716
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2016,20394.61896,22204.28297,18664.61738
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2016,23580.00903,25569.60062,21717.60227
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2016,7455.429239,8293.452952,6756.256328
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2016,7968.686231,8885.766587,7216.190295
All Population,Prevalence,China,Male,55-59 years,Chronic kidney disease,Rate,2013,11259.48893,13611.79935,9199.276921
All Population,Prevalence,China,Female,55-59 years,Chronic kidney disease,Rate,2013,12288.64707,14911.57083,10024.66542
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2015,1123.216647,1379.221864,898.909849
All Population,Prevalence,China,Female,<20 years,Chronic kidney disease,Rate,2015,1185.237832,1452.216866,954.331247
All Population,Prevalence,China,Male,60+ years,Chronic kidney disease,Rate,2015,20345.81721,22142.63342,18633.02179
All Population,Prevalence,China,Female,60+ years,Chronic kidney disease,Rate,2015,23541.27724,25544.04438,21696.84934
All Population,Prevalence,China,Male,20-54 years,Chronic kidney disease,Rate,2015,7417.738071,8277.213614,6717.534216
All Population,Prevalence,China,Female,20-54 years,Chronic kidney disease,Rate,2015,7918.973306,8827.650309,7152.72704
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2018,15342.83734,18314.56126,12685.21684
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2018,14963.26323,17904.23779,12371.61577
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2018,1568.527839,1929.975158,1276.730545
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2018,1554.45034,1914.957563,1263.448134
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2018,28924.48441,31203.4666,26551.7433
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2018,31386.44481,33755.04368,29045.29007
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2018,9193.004021,10321.47637,8327.465362
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2018,9198.463046,10331.50792,8323.202879
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2017,15351.28061,18323.42947,12709.32947
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2017,14948.07277,17868.92568,12366.82143
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2017,1568.509024,1934.71641,1275.938582
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2017,1552.3286,1911.454102,1262.706618
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2017,28848.29008,31115.92065,26500.24594
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2017,31320.74308,33672.04148,28961.71751
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2017,9157.277823,10284.04879,8297.011126
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2017,9161.079674,10288.54924,8288.393938
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2019,15309.51702,18279.20664,12644.66739
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2019,14966.69879,17924.79501,12379.43607
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2019,1571.808981,1932.312144,1278.720156
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2019,1559.478194,1921.708326,1266.323312
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2019,29032.93544,31328.8651,26636.80357
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2019,31481.74003,33872.33045,29160.80981
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2019,9228.7112,10358.73044,8357.279034
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2019,9234.314537,10373.31379,8356.989409
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2020,15273.03607,18240.41133,12606.62869
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2020,14968.72386,17940.20437,12390.63816
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2020,1578.502933,1941.844369,1282.02341
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2020,1567.127071,1933.536768,1271.19778
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2020,29096.97243,31405.64313,26680.23107
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2020,31529.65941,33942.39941,29219.77253
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2020,9262.417547,10393.2559,8383.967417
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2020,9266.321403,10403.55964,8387.664384
All Population,Prevalence,Global,Male,55-59 years,Chronic kidney disease,Rate,2021,15296.80728,18285.43517,12644.826
All Population,Prevalence,Global,Female,55-59 years,Chronic kidney disease,Rate,2021,15032.51967,17997.95578,12410.24892
All Population,Prevalence,Global,Male,<20 years,Chronic kidney disease,Rate,2021,1591.467113,1957.609778,1293.026825
All Population,Prevalence,Global,Female,<20 years,Chronic kidney disease,Rate,2021,1579.440583,1944.989463,1281.694095
All Population,Prevalence,Global,Male,60+ years,Chronic kidney disease,Rate,2021,29230.65567,31570.29257,26793.59679
All Population,Prevalence,Global,Female,60+ years,Chronic kidney disease,Rate,2021,31652.25535,34094.42922,29333.19358
All Population,Prevalence,Global,Male,20-54 years,Chronic kidney disease,Rate,2021,9328.970156,10475.39001,8449.998701
All Population,Prevalence,Global,Female,20-54 years,Chronic kidney disease,Rate,2021,9331.100647,10474.47184,8433.342936
All Population,Prevalence,China,Male,<20 years,Chronic kidney disease,Rate,2017,1074.320411,1315.390147,861.9386894
